id,name,type,address,lat,lon,phone,accepts,pets,sobriety,id_required,referral_required,sex_offender_ok,reports_to,curfew,max_stay,belongings,accessibility,languages,cost,hours,intake_hours,seasonal,capacity_signal,last_verified,verified_by,method,flag,notes
western-connecticut-ct-overture-cf06e133,"FAITH Food Pantry- Newtown, CT",meal,"46 Church Hill Rd, Newtown",41.41558074951172,-73.29773712158203,+12038370816,,,,,,,,,,,,,,,,,,2026-09-03,,website,ok,Source: http://www.newtownfoodpantry.org/
western-connecticut-ct-overture-a307cf08,Neighbor To Neighbor,meal,"248 E Putnam Ave, Greenwich",41.03517532348633,-73.61964416503906,+12036229208,,,,,,,,,,,,,,,,,,2026-09-03,,website,ok,Source: https://www.ntngreenwich.org/
western-connecticut-ct-overture-280885d0,The Women's Business Development Center - Food Distribution Center,meal,"888 Washington Blvd  Fl 5, Stamford",41.0516357421875,-73.54251098632812,12033531750,,,,,,,,,,,,,,,,,,2026-09-03,,website,ok,Source: https://ctwbdc.org
western-connecticut-ct-overture-2123a88c,Camella's Cupboard,meal,"2 Pickett District Rd, New Milford",41.56342697143555,-73.41357421875,18607172509,,,,,,,,,,,,,,,,,,2026-09-03,,website,ok,Source: http://www.camellascupboard.com
western-connecticut-ct-overture-af0eca73,Bethel Community Food Pantry,meal,"141 Greenwood Ave, Bethel",41.371578216552734,-73.41226959228516,+12039471754,,,,,,,,,,,,,,,,,,2026-09-03,,website,ok,Source: https://overturemaps.org/
western-connecticut-ct-overture-1c7599d4,The Food Bank of Lower Fairfield County,meal,"461 Glenbrook Rd, Stamford",41.06908416748047,-73.52033996582031,+12033588898,,,,,,,,,,,,,,,,,,2026-09-03,,website,ok,Source: http://www.foodbanklfc.org/
western-connecticut-ct-overture-0a3432b0,Schilo Food Pantry Program,meal,"977 Hope St, Stamford",41.092491149902344,-73.51786041259766,+12032938256,,,,,,,,,,,,,,,,,,2026-09-03,,website,ok,Source: http://www.schilosda.org/
western-connecticut-ct-overture-60a03674,Port Chester Housing Authority,shelter,"169 Terrace Ave, Port Chester",41.01092529296875,-73.6591796875,+19149373554,,,,,,,,,,,,,,,,,,2026-09-03,,website,ok,Source: http://www.pchany.org
western-connecticut-ct-overture-8727795f,Little Food Pantry on Golden Hill,meal,"33 Golden Hill Rd, Danbury",41.410037994384766,-73.46353149414062,,,,,,,,,,,,,,,,,,,2026-09-03,,website,ok,Source: https://sites.google.com/view/lfpgh/home
western-connecticut-ct-overture-b76ca391,Open Doors,shelter,"4 Merritt St, Norwalk",41.091957092285156,-73.41974639892578,+12038661057,,,,,,,,,,,,,,,,,,2026-09-03,,website,ok,Source: https://opendoorsct.org/
western-connecticut-ct-overture-8db26929,Pacific House,shelter,"597 Pacific St, Stamford",41.04488754272461,-73.53775024414062,+12033482792,,,,,,,,,,,,,,,,,,2026-09-03,,website,ok,Source: https://pacifichouse.org
western-connecticut-ct-overture-e8549ec3,Dorothy Day Hospitality House,shelter,"11 Spring St Apt 4, Danbury",41.39495086669922,-73.4582290649414,+12037437988,,,,,,,,,,,,,,,,,,2026-09-03,,website,ok,Source: http://www.dorothydaydanbury.org
