id,name,type,address,lat,lon,phone,accepts,pets,sobriety,id_required,referral_required,sex_offender_ok,reports_to,curfew,max_stay,belongings,accessibility,languages,cost,hours,intake_hours,seasonal,capacity_signal,last_verified,verified_by,method,flag,notes
mclennan-tx-overture-01f0eef5,My Brothers Keeper,shelter,"1217 Mary Ave, Waco",31.549333572387695,-97.1370849609375,,,,,,,,,,,,,,,,,,,2026-09-03,,website,ok,Source: https://overturemaps.org/
mclennan-tx-overture-70cb552f,Things From the Heart,meal,"4014 Bosque Blvd, Waco",31.53937530517578,-97.17845916748047,+12542352508,,,,,,,,,,,,,,,,,,2026-09-03,,website,ok,Source: http://www.shepherdsheartpantry.org/
mclennan-tx-overture-2661cdb6,Shepherd's Heart Robinson Food Pantry,meal,"106 W Lyndale Dr, Robinson",31.4683837890625,-97.11621856689453,+12543077225,,,,,,,,,,,,,,,,,,2026-09-03,,website,ok,Source: https://robinsonfoodpantry.org/
mclennan-tx-overture-f1a1698d,Tymanjer Ministries,shelter,"5786 S 3rd St Rd, Waco",31.507295608520508,-97.07295989990234,+12547161759,,,,,,,,,,,,,,,,,,2026-09-03,,website,ok,Source: https://overturemaps.org/
mclennan-tx-overture-d13f46aa,Community Food Pantry ,meal,"500 6th St, Moody",31.30820655822754,-97.35665893554688,+12548533106,,,,,,,,,,,,,,,,,,2026-09-03,,website,ok,Source: http://UMC.org/
mclennan-tx-overture-032eb723,Compassion Ministries of Waco,shelter,"1421 Austin Ave, Waco",31.54907989501953,-97.14090728759766,+12547557640,,,,,,,,,,,,,,,,,,2026-09-03,,website,ok,Source: https://paypal.com/donate?campaign_id=NES99VQ26BXSW
mclennan-tx-overture-d88b2041,Mclennan County Hunger Coalition,meal,"300 S 15th St, Waco",31.547391891479492,-97.13833618164062,12547533545,,,,,,,,,,,,,,,,,,2026-09-03,,website,ok,Source: https://www.mclennanhunger.org
mclennan-tx-overture-001e6d2a,Shepherd’s Heart of Lorena,meal,"205 S Oak St, Lorena",31.385095596313477,-97.21435546875,+12547235037,,,,,,,,,,,,,,,,,,2026-09-03,,website,ok,Source: https://www.shepherdsheartoflorena.org/
mclennan-tx-overture-7fd47883,Shepherd's Heart,meal,"205 S 26th St #76710, Waco",31.538190841674805,-97.14949798583984,+12547229517,,,,,,,,,,,,,,,,,,2026-09-03,,website,ok,Source: https://shepherdsheartpantry.org/
mclennan-tx-overture-ed29d8ca,Salvation Army - Food Distribution Center,meal,"4721 W Waco Dr, Waco",31.522371292114258,-97.17840576171875,12547567271,,,,,,,,,,,,,,,,,,2026-09-03,,website,ok,Source: https://www.southernusa.salvationarmy.org
